error,frequency (percentage)
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_271L' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Summer_240' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_240' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_240' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_240' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.lamarcc.edu%2Fcontent.php%3Fcatoid%3D9%26navoid%3D308&t=I am looking at the Course Descriptions page at Lamar Community College' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_220' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_110' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_220' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_220' (found at least ' '),0.010399
HTTP Error 504: Target in maintenance,0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Summer_210' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_210' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_210' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_210' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_119' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_119' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_119' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Summer_110' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_110' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xfe in position 46: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.rsu.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D122&t=Check out this program at Rogers State University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.germanna.edu%2Fpreview_program.php%3Fcatoid%3D6%26poid%3D397&t=I just discovered 'Science, Computer Science Track, AA&S' at Germanna Community College"" (found at least ' ')",0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.rsu.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D122&t=I just discovered 'Computer Science, A.S.' at Rogers State University"" (found at least ' ')",0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fbulletin.capital.edu%2Fpreview_program.php%3Fcatoid%3D4%26poid%3D494&t=I just discovered 'Computer Science Major' at Capital University"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.ucumberlands.edu%2Fpreview_program.php%3Fcatoid%3D3%26poid%3D499&t=Check out this program at University of the Cumberlands' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.ucumberlands.edu%2Fpreview_program.php%3Fcatoid%3D3%26poid%3D499&t=I just discovered 'Computer Science, B.S.' at University of the Cumberlands"" (found at least ' ')",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.sebts.edu%2Fcontent.php%3Fcatoid%3D27%26navoid%3D3627&t=Check out this page at Southeastern Baptist Theological Seminary' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.sebts.edu%2Fcontent.php%3Fcatoid%3D27%26navoid%3D3627&t=I am looking at the Undergraduate Degrees page at Southeastern Baptist Theological Seminary' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x92 in position 7341: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.su.edu%2Fpreview_program.php%3Fcatoid%3D24%26poid%3D4448&t=Check out this program at Shenandoah University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.su.edu%2Fpreview_program.php%3Fcatoid%3D24%26poid%3D4448&t=I just discovered 'Computer Science (B.S.)' at Shenandoah University"" (found at least ' ')",0.010399
URL can't contain control characters. '/?courseDepartments=Computer Science' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.maps.tcu.edu'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0x9c in position 173: invalid start byte,0.010399
URL can't contain control characters. '/filesimages/PDF/AboutGV/StudentCenterFloorPlans/Student Center Floor Plan.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Broward College 2023-2024 Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/2024-2025 Catalog.pdf' (found at least ' '),0.010399
unknown url type: '#https://play.google.com/store/apps/details?id=com.languagepal2.piikaniandroid&hl=en_US',0.010399
'utf-8' codec can't decode byte 0xec in position 15: invalid continuation byte,0.010399
'utf-8' codec can't decode byte 0xd7 in position 13455: invalid continuation byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.msudenver.edu%2Fpreview_program.php%3Fcatoid%3D32%26poid%3D8033&t=Check out this program at Metropolitan State University of Denver' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.msudenver.edu%2Fpreview_program.php%3Fcatoid%3D32%26poid%3D8033&t=I just discovered 'Computer Science Major, B.S.' at Metropolitan State University of Denver"" (found at least ' ')",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.shopslcc.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/explore-academics/courses/index.jsp?search=&area=CSE&areaLabel=Computer Science' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.southwest.tn.edu%2Fcontent.php%3Fcatoid%3D22%26navoid%3D771&t=Check out this page at Southwest Tennessee Community College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.southwest.tn.edu%2Fcontent.php%3Fcatoid%3D22%26navoid%3D771&t=I am looking at the Course Descriptions page at Southwest Tennessee Community College' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xd7 in position 13459: invalid continuation byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.lakeland.edu%2Fpreview_program.php%3Fcatoid%3D26%26poid%3D2351&t=Check out this program at Lakeland University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.lakeland.edu%2Fpreview_program.php%3Fcatoid%3D26%26poid%3D2351&t=I just discovered 'Four-Year Plan: Computer Science' at Lakeland University"" (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0x96 in position 22951: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fbulletin.capital.edu%2Fpreview_program.php%3Fcatoid%3D4%26poid%3D494&t=Check out this program at Capital University' (found at least ' '),0.010399
URL can't contain control characters. '/maps?q=4300 N. Narragansett Ave. Chicago IL 60634-1591' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 28855: invalid start byte,0.010399
'utf-8' codec can't decode byte 0xda in position 519: invalid continuation byte,0.010399
URL can't contain control characters. '/javascript: void( 0 );' (found at least ' '),0.010399
URL can't contain control characters. '/tel:+1 (888) 753-4737' (found at least ' '),0.010399
URL can't contain control characters. '/tel:+1 (888) 960-8790' (found at least ' '),0.010399
URL can't contain control characters. '/tel:+1 (888) 453-4737' (found at least ' '),0.010399
URL can't contain control characters. '/tel:+1 (888) 534-7379' (found at least ' '),0.010399
URL can't contain control characters. '/search-results/?q=Student Life' (found at least ' '),0.010399
URL can't contain control characters. '/search-results/?q=Academic Support' (found at least ' '),0.010399
URL can't contain control characters. '/search-results/?q=Career Services' (found at least ' '),0.010399
URL can't contain control characters. '/search-results/?q=Academic Calendar' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.olympic.edu%2Fpreview_program.php%3Fcatoid%3D7%26poid%3D1482&t=I just discovered 'Computer Science' at Olympic College"" (found at least ' ')",0.010399
"URL can't contain control characters. '/web/issue?page_url=https://catalog.citadel.edu/preview_program.php&os=Unknown OS&browser=Netscape&majorversion=5&fullversion=5&appname=Netscape&useragent=Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36&pagetitle=\n                    \n                Computer Science Major' (found at least ' ')",0.010399
